name,lat,lon
5CircleFrames,14.628928,121.0643235
TopChoice Medical Clinic,14.6055846,121.0841048
Clinica Vizcarra,14.6134495,121.0623645
Madrid Polyclinic & Diagnostic Center Inc.,14.6134761,121.0626075
Madrid Polyclinic & Diagnostic Center Inc.,14.6133478,121.0624047
FMN Skin Care Center,14.61496,121.0616585
St. Rita Family Clinic,14.6146252,121.0618936
Montecino Clinic,14.6154935,121.0578277
Bagumbayan Health Center,14.6083631,121.082568
Family Health Clinic,14.6278597,121.0487255
Derm-Stress Clinic,14.6183157,120.995493
TLC Ob-Gyn & Medical Clinic,14.6204917,120.9920514
RNV Ob-Gyne Clinic,14.6188881,120.9935931
Nemis Medical Clinic,14.6251436,121.0171891
Skin 101,14.6086642,121.0707748
KRB Clinic,14.4372042,120.9275187
Unnamed Facility,14.4155443,121.0467071
Super Health Center,14.3290674,120.9116319
Antipolo City Hosital System,14.620777,121.1282039
Stalwart Psychological Services,14.3733426,120.9386473
Skinlounge,14.3742881,120.9384642
Skin & Toes Valley,14.3727216,120.9384096
Surgilight,14.6255584,121.1202732
Salazar Hospital,13.8850442,120.9137511
All Doctors' Clinic,13.8814948,120.9149197
Sitio Baritan Health Center,13.9846728,121.3439969
Go Ang Sam Anzures EENT Clinic,14.0713581,121.3260909
Unnamed Facility,14.0739114,121.3216737
Cuenca Medicaire,13.9009045,121.0535723
Clinica Tenorio,13.8805308,120.9223109
Clinica Dr. Lindo,13.8784997,120.9173006
Zigzag Hospital,13.7558099,120.9454306
Nephro Plus Dialysis Center,14.0719185,121.3261125
Fast Laboratories,14.1550594,121.1371558
J. Ramos Drug Testing Center,13.7641025,121.0629489
Metro Lipa Medical Center,13.968376,121.1664694
Capino Medical Clinic,14.0704357,121.3256501
Metro Lemery Medical Center,13.8877398,120.9118466
Divine Love General Hospital,13.9367373,121.158355
Lipa Doctor's Hospital,13.9410064,121.1609943
Toledo Hospital,14.1433329,120.9560651
Prime Global Diagnostics and Multispecialty Clinic,14.0716035,121.3272306
Skin Station,14.1148112,120.9619784
BMA Clinical Laboratory,14.0710653,121.3236377
South Prime Medical and Wellness Center,14.1841141,120.9309798
Pambatang Klinik,13.7873081,121.0217588
Del Remedio Health Center,14.0783956,121.3134272
Elvie Pineda,14.11426,120.9616691
St. John,14.0996799,120.9263761
Bene Sanctuary Clinic,14.0984549,120.930325
Luminous Maternity Clinic,14.1029506,120.9320206
DentScan,14.0702634,121.3270019
Mission Agape Clinic,14.1791231,121.2384881
Fidelis Dialysis Care Center,13.9452176,121.1312128
Assumpta Hospital,13.878946,120.9227539
Honeylyn Kalaw-Fernandez,14.0711712,121.3249207
Radiance Skin Clinic,14.0701728,121.3263753
Labac Health Center,13.8964404,121.0596961
TB Dots Center,13.8660331,121.006347
Muzon Health Center,13.8494833,120.9903196
Unnamed Facility,13.8642332,120.9971877
Unnamed Facility,13.8630243,121.0003474
Infirmary,13.7850317,121.0740536
Unnamed Facility,14.0668474,121.291291
Shalom Laboratory,13.7548583,121.0603669
Batangas Clinical Laboratory,13.753538,121.055824
St. John Women's Clinic,13.8437012,121.1972145
Dr. Sonn's (Pharmacy. Diagnostics. Medical Clinic),13.9753038,121.167558
Unnamed Facility,14.0667101,121.2915645
Kolff Dialysis,14.0698272,121.3124354
Dr. Aldy Reyes Buan-Lazaro Medical Clinic: Internal Medicine,14.1814813,121.2409209
Dr. Aldy Reyes Buan-Lazaro Medical Clinic: Internal Medicine,14.1816179,121.2409347
Batanguenios Firing Range,13.8802014,121.1398215
Lemery Doctors Medical Center,13.8784206,120.9172383
Lemery Cardiovascular,13.8780665,120.9171055
Saint Magdalene,13.8820203,120.9157981
St. Louis General Hospital,13.8557587,120.91929
Batangas Provincial Hospital,13.8951737,120.9073522
Unnamed Facility,13.7555855,121.060228
EBD Batangas City Health Laboratory,13.7560293,121.0583514
Batangas Social Hygiene Clinic,13.7560246,121.0582437
Unnamed Facility,14.0744032,121.324493
Lat Women's Clinic,13.7618777,121.0570886
San Paulo Health Clinic/Diagnostic Center,13.7594788,121.061925
Dra. Teresa S. Hernandez,13.7566129,121.0590622
Kiddie Friends Clinic,13.7561118,121.0600073
Luna-Lacsamana Maternity and Lying-in Clinic,13.7579089,121.0579566
Clinic for the Sick Children,13.7544025,121.0575818
Dr. Linabelle Panopio-de Chavez,13.7643924,121.0589622
CityLab 2,13.7663327,121.0656388
Bioscan Imaging and Diagnostic Center,14.0711737,121.3261025
"Jelyn Mandigma, M.D.",13.759895,121.058308
"Evelyn G. Abarintos, M.D.",13.7599026,121.0584015
"Alfredo M. Abarintos, M.D.",13.7599008,121.0583815
Dr. Martin Jonathan M. Salwen,13.7598195,121.0581883
Dr. Sheila Marie L. Nicolas-Salwen,13.7598193,121.0581826
"Herminia L. Nicolas, M.D.",13.7598191,121.0581781
Clinica Genesio,13.7598178,121.0581612
St. Helena Medical Clinic,13.7579938,121.0709761
Dermacare,13.7536639,121.0693326
Dermacare,13.7719162,121.0656388
Santa Filomena Children's Clinic,13.7523517,121.0550364
Bauan Children's Clinic,13.7933045,121.006487
Pathologists Diagnostic Center,13.7923667,121.0084847
MacroCare Clinical Laboratory,13.7905625,121.0088629
Clinika Med,13.7909617,121.0075499
Candava Skin & Laser Center,13.7649106,121.0558458
"Gonda-Aclan, M.D. Skin Clinic",13.7592653,121.0581962
Muñoz-Mauleon Children's Diseases & Well-Baby Clinic,13.8781264,121.100227
Dr. Luis T. Luna,13.8452992,121.2066663
Holistic Dialysis Clinic,13.8444018,121.2045927
A.T. Dio Optical,13.8435952,121.2044923
Toreja Maternity Clinic,13.8219564,121.1360572
Dr. Lily Co-Austria,13.8198026,121.133492
Ilagan Medical Clinic,13.8460575,121.2025485
"Augustus Caesar K. Apalisok, M.D./Ambrosio Beshearse, M.D",13.8770431,121.2117626
Truly Rich Clinical Laboratory & Diagnostic Center,13.877172,121.2126531
Renal Hub Dialysis Center,14.0726215,121.3286767
Dr. Rizalina Reyes Lying-In,14.0670269,121.3174977
Martin Marasigan Memorial Hospital,13.8994944,121.053802
Ospital ng Lunsod ng Tagaytay,14.1224524,120.9577135
Batangas MC OPD,13.7661447,121.0660161
Unnamed Facility,14.1065076,121.1428338
Ojeda Skin Clinic,14.0703039,121.3269123
Bite Mill Medical,14.1785064,121.2423991
Ancaya Medical Clinic LTO approved,14.1033266,120.9328698
Alaban Medical Clinic,14.0966682,120.9173876
Asialink Industrial Clinic,13.9418711,121.1641438
ABC Animal Bite Center,13.9447491,121.1666948
ABC Animal Bite Center,13.9465454,121.1661804
Sinapusuan Medical Clinic,13.9470541,121.1662045
Philippine Mental Health Association,13.9433463,121.168238
ABC Animal Bite Center,13.9391599,121.165591
Calero Health Center,13.416188,121.1823752
Barangay Health Center,13.4263777,121.195162
City Health (North Section),13.4127662,121.1764534
Reyes Specialty Clinic,13.4037068,121.172546
St. Therese of Avila Medical and Diagnostic Clinic,13.3786348,121.1640789
Puerto Galera Hospital,13.4966769,120.9538198
Urgent Care Clinic,13.4952711,120.9539811
San Ignacio Barangay Health Center,13.2980875,121.0699792
Saint Lawrence Hospital,13.1689684,121.2790734
St. Dominic Optical,12.3507891,121.0647468
Western Mindoro Medical Center,12.3534237,121.0653218
St. Magdalene Hospital,12.3557346,121.0660723
Animal Bite Treatment Center,12.3529816,121.0685038
Unnamed Facility,12.3530294,121.0684971
Clinica Pambata,6.0531974,121.0015557
Santa Marcela District Hospital,18.2934989,121.4369033
Medical Clinic,18.2259761,121.5587157
Healthfirst Diagnostics Clinic,18.2615512,121.6880142
Nolasco Hospital,18.0619246,121.6418744
Gattaran Emergency Hospital,18.0360253,121.7332565
Piat Birthing Centet,17.7900051,121.4812106
Valley Care Specialty Clinic,17.6091956,121.7256134
Lasam Medical Clinic,17.6480023,121.6800943
Our Lady of Piat Health Clinic,17.6158329,121.729482
City Health Office,17.6227411,121.7211753
Tanza Barangay Health Station,17.6274872,121.7365289
Linao West Health Center,17.6502689,121.7169282
Dra Manaligod,17.6159298,121.7296099
Caritas,17.6170268,121.7283063
Magsaysay Medical Clinic,17.4618878,121.4638059
San Jose Health Center,17.3312703,121.7626026
Old Devine mercy hospital,17.6157908,121.729312
Best clinic,17.6575629,121.7456315
Soler Hospital,17.119645,121.6219755
Yumena Hospital,17.1198526,121.6155276
God's Will Medical Hospital,16.9379101,121.7694368
Mallillin Clinic,16.9380659,121.7740064
St. Joseph Hospital,17.3076503,121.7772497
Rizal Health Center,16.719517,121.5535274
Tupong Maternity & Pediatric Clinic,16.7035102,121.6732037
Isabela South Specialist Inc.,16.6962233,121.6423369
Diadi Municipal Health Station,16.6605641,121.368942
renz specialist,16.8651686,121.7490502
BUTARAN CLINIC,16.5573444,121.7023649
Villa Jose Ylanan Health Center,16.3619129,121.7539987
Maria Aurora Health Center,15.7984952,121.4754663
Dingalan RHU,15.3882085,121.3911246
Dr. Mercado Medical Clinic,14.7438804,121.6489499
Jesus the Saviour Hospital,14.2853056,121.4115081
Ilaya del Norte Health Center,14.3643098,121.4840717
Eastern Laguna Medical Center,14.4399882,121.4511566
Sampaloc Rural Health Center,14.545356,121.3629146
Karunungan Clinic,14.3637015,121.4809756
Bagumbayan Barangay Health Center,14.2690873,121.3976401
San Pablo Norte Rural Health Unit,14.2913059,121.4131482
SJ Cosmetics and Surgery,14.2651892,121.4298817
Estebal Medical Clinic,14.2599595,121.4375718
Barangay Health Center,14.2526701,121.4349592
Arriola-Robles Children's Clinic,14.238361,121.4338712
Pediatric Clinic,14.4225054,121.4463501
Montealegre Optical,14.4225116,121.4462081
Life Check Clinic,14.4207381,121.4465832
RHU,14.4213322,121.4460732
Hospital / Quarantine Facility,14.4263713,121.459979
Children's Clinic,14.4186341,121.4456653
"Patricia Rellosa-Sarabia, DMD",14.4209281,121.4458959
Siniloan Diagnostic and Medical Clinic,14.4210544,121.4455859
Laguna Doctors Hospital,14.2726596,121.4190919
Skin Clinic and Facial Care Center,14.2729454,121.419182
Immanuel Building,14.2733792,121.4192549
AMC Cat and Dog Bites Clinic,14.2738865,121.4183503
DentScan,14.2740808,121.4181457
Multispecialty Medical Clinic,14.2745333,121.4178307
Dra. Eva P Sanchez Pediatric Clinic,14.2745716,121.4178677
Cailing Medical Clinic,14.0265414,121.5941134
Igualada Maternity Clinic,14.019825,121.5976361
Camaysa Barangay Health Station,14.0415783,121.5774312
San Juan District Hospital,13.8094227,121.4012537
Natividad Derma Clinic,14.1853653,121.5121031
Poblacion 4 Health Center,13.9628722,121.5272869
Dog and Cat Bite Treatment Center,13.9647689,121.5294608
Soler,13.961631,121.5238961
First Aid Station,14.1013574,121.5732855
Love Sandy Massage Clinic,13.9469553,121.635
Manalo's Pediatric and Surgical Clinic,13.8250097,121.3947078
MMC Laboratory,13.9648158,121.5288046
Lucena Social Hygiene Clinic,13.9479106,121.6109773
Liliw Rural Health Unit,14.1304854,121.4353368
Leobrera Medical Clinic,14.1856535,121.5116014
Lucena United Doctors Ambulatory Clinic,13.9374799,121.6133537
Grace Mission Hospital,13.0516937,121.4195883
SBI Medical,13.0561851,121.4073143
Morente Barangay Health Station,12.6775875,121.3860981
Minanga Barangay Clinic,18.2824176,121.9892684
Gonzaga Medical and Surgical Clinic,18.2598569,121.9941881
Municipal Health Office,18.2602204,121.9977225
Isca Health Center and Senior Citizen Center,18.236279,121.976946
Calayan Health Center,18.2822946,122.009589
Baua Health Center,18.3493036,122.0900127
Bacagan Health Center,17.865416,121.9081706
Isabela Doctor's General Hospital (IDGH),17.118037,121.8638528
renmar specialist,17.0051519,121.8061709
Unnamed Facility,14.8390266,121.9670843
"Angeles Health Center,Atimonan Quezon",13.9924128,121.9391547
Plaridel Lying In Clinic,13.9592218,122.01151
Prominent Clinic,13.8862536,122.0970284
Health Center,13.7836389,122.088458
Mogpog Health Center,13.4741013,121.860865
Lorena De Luna Ob-Gyne,13.4775579,122.0264388
"Health, Nutrition and Evacuation Center",13.4592516,121.8295714
Malubay Eye Clinic,13.4487913,121.8391406
Arevalo Optical Clinic,13.4478518,121.8390615
Tablas Doctors Hospital,12.3991874,121.9838778
San Jose District Hospital,12.0583251,121.9577439
TB-DOTS Center,12.0627422,121.9584786
Rovillos,12.4032144,121.9865777
Ibajay District Hospital,11.8116154,122.1537662
Tugon Medical Clinic and Hospital,11.7185927,122.0934072
Community Hospital Sebaste,11.5880416,122.0947025
Ciriaco Tirol Hospital,11.96079,121.9275347
Unnamed Facility,11.8572243,122.0463376
Malay Municipal Hospital,11.9038567,121.9255419
Bausbos Health Center,11.8526839,121.8916393
Unnamed Facility,11.8824606,122.0050257
Unnamed Facility,11.8313889,122.0874444
Boracay Reproductive Health Center,11.9609733,121.9277985
MHC Diagnostic Laboratory,10.6415274,122.2365628
Fantillo Medical Clinic,10.6410527,122.2371087
Igbaras Health Center,10.716434,122.2653437
MedicPro,10.7445615,121.9410902
San Joaquin Mother and Child Hospital,10.5919245,122.1274171
Anini-y Rural Health Unit,10.4336685,121.9274651
Divisoria Health Center,6.9453279,122.1009579
Zamboanga Dialysis Center,6.912628,122.0797311
Dra. Jawad's Clinic,6.6576664,122.1372251
Sta. Maria Health Center,6.9310382,122.0691313
JM Dental,6.9302186,122.0653125
GOMEZ-HEMADY CLINIC,17.7461827,122.2691776
Palanan Station Hospital,17.0650898,122.4253879
Dr Vicente Asis,14.2898373,122.6925466
Barrios-Businos Medical Clinic and Hospital,14.2813686,122.6974758
Dr Onofre Palpallatoc,13.9247229,122.5963729
Rosary of Virgin Mary Hospital,14.1855359,122.394677
JJQ Animal Bite Clinic,13.9530226,122.2965521
RHU San Fernando,12.3029788,122.6019843
Azagra Health Center,12.2795651,122.6289115
Cajidiocan Clinic,12.3683627,122.6858862
Barangay Health Center,11.7203756,122.3539646
Unnamed Facility,11.55016,122.69855
Unnamed Facility,11.5503199,122.7200593
Unnamed Facility,11.5551679,122.7200084
Health Center,11.5466064,122.7390176
Kalibo Social Hygiene Clinic,11.7051399,122.3656093
Altavas District Hospital,11.5345274,122.4797783
Tambong Medical Clinic,11.712183,122.3641735
"Arnold Ibarreta Jayme, MD Pediatrician-Pulmonologist",11.7121638,122.3641978
Dr. Agnes Rivera-Tabañar Children's Clinic,11.7121409,122.3642267
Legaspi Family Care Clinic,11.7089474,122.3637451
Medway Polyclinic,11.7094057,122.3656688
Saint Francis Medical Clinic,11.7060631,122.3668944
legaspi group of clinics,11.7092831,122.3636354
Mambusao District Hospital,11.4324341,122.6043621
Takas Baye-baye Hospital,11.4112677,122.5089052
Medicus,11.1060522,122.6422801
Nueva Union Health Center,11.2116753,122.6041417
Elizar,11.1046965,122.6453867
Brgy.Tagubong Health Center,11.2160221,122.7317793
Masna Medical Clinic,11.1086229,122.6411022
Cardiac Specialty Center,11.1073469,122.6418413
Mangangayam Medical Center,11.1070052,122.6414099
Kalinong Diagnostic Center,11.1178635,122.5383545
Medilab & Clinics,11.1055024,122.6457808
Health Center,11.3939163,122.7287025
Unnamed Facility,11.428282,122.6545807
Matangcong Health Care Center,11.4583134,122.6613978
Mangoso Health Station,11.41381,122.633553
Guintas Health Center,11.4242521,122.6505755
Our Lady Of Perpetual Help Clinic & Ultrasound,11.4219469,122.6653583
Medicus Diagnostic Center,11.4193498,122.666188
Eva Paminto Maternity Clinic,11.4157584,122.6678986
Dayhagon Health Center,11.40269,122.66367
Bangon Bangon Health Center,11.41261,122.68457
Unnamed Facility,11.37308,122.70903
Unnamed Facility,11.41203,122.73093
Brgy. Matagnop Health Station,11.39079,122.69326
Dao Rural Health Center,11.3941121,122.6865407
Dapals Health Center,11.3832113,122.7171212
A & C Medical Clinic (LTO-accredited),11.1219234,122.5370836
LTO accredited clinic,11.1219296,122.5369645
LTO accredited clinic,11.1219335,122.5367705
Unnamed Facility,10.6975188,122.6472631
WVSU MC Out Patient Department,10.7165685,122.5611377
Coleen Pharmacy & Clinic,11.0619526,122.4833188
Ramon Tabiana Memorial District Hospital,10.8697502,122.4959369
Aleosan District Hospital,10.7864696,122.4309319
Doctor,10.9272761,122.631071
Statlab,10.9271305,122.6310654
Plaza Libertad Medical Specialist Center,10.692457,122.5729849
Leon Birthing Center,10.7812884,122.3875146
Nahapay Health Center,10.7284942,122.3173656
Tubungan Community Health Center,10.7676746,122.3188523
Medicus Diagnostic Center,10.7180274,122.5409103
Doc Camposano,10.7795788,122.3885498
Lifesmiles,10.7001763,122.5596628
Women and maternal,10.7001308,122.5596807
St. Peregrine Center for Health,10.7574684,122.5750156
Western Visayas Sanitarium,10.8134717,122.527375
Iloilo City Social Hygiene Clinic,10.693515,122.5583133
Patron - Ganzon Medical Clinic,10.9437576,122.6325047
FPOP Community Health Care Birthing Center and Laboratory,10.6918408,122.5684213
Tapales Veterinary Clinic,10.7094377,122.5692634
Medicus,10.7011021,122.5660944
Zarraga TB Dots Center,10.82178,122.6087158
Zarraga Animal Bite Center,10.8217562,122.6087676
Fuentebella-Basco Optical Clinic,10.7724141,122.5401931
aception medical clinic,10.838217,122.7134903
pinuela medical clinic,10.8248756,122.6089953
pinuela medical clinic,10.8236996,122.6088357
pinuela medical clinic,10.8238191,122.6089875
villareal medical clinic,10.9429301,122.6355025
Gonzales-Cabrieto Medical Clinic,10.7808603,122.3830353
villareal medical clinic,10.6927985,122.5709613
Maxicare Primary Care Clinic,10.7134959,122.5454903
The Medical City Clinic,10.7175138,122.5474502
RC Body and Foot Massage Clinic,10.7162792,122.5371719
Eleuterio T. Decena Memorial Hospital,9.6295377,122.4683103
Ipil Rural Health Unit,7.7847066,122.587006
Ipil Doctors Hospital,7.7937848,122.6033627
Barangay Paracale Healthcare Unit,14.2790116,122.7909088
Nablo's Clinic,14.1187949,122.9581898
Borabod Barangay Health Station,14.1306651,122.9695107
Talisay Municipal Health Office,14.1351228,122.9247689
Bicol Region General Hospital and Geriatric Medical Center,13.7630672,123.0270142
Ragay Diagnostic Laboratory,13.8188857,122.7917306
Dr Leslie Anne Cale,14.1551088,122.8277167
Emily vienes santos/ perpetual help  lying clinic,14.1108088,123.0031478
Dr Amelita Palima,14.1200345,122.9569433
Infirmary,13.6309118,123.1851279
Zantua Optical Clinic,13.623987,123.1855283
Amanse Children's Clinic,13.6218716,123.1945398
Isarog Birthing Clinic,13.6336011,123.1920344
FPOP Naga Clinic,13.6257496,123.1854931
Mary madalene birthing home,13.5753645,123.0697394
Dr PERLA DY BUCO,13.6221252,123.1934006
AMANSE CHILDRENS CLINIC,13.622011,123.1946617
Bicol Renal Care Center,13.6166709,123.195775
Saint Anthony Hospital,11.5777582,122.7572608
Unnamed Facility,11.566081,123.1435386
Roxas Memorial Provincial Hospital OPD,11.5237589,122.7541205
The Health Centrum Hospital,11.5813034,122.7679903
Unnamed Facility,11.5823381,122.7543085
Capiz Doctor's Hospital,11.5773174,122.7545035
Bernas OB-Gyne Clinic,11.5783693,122.7563298
Medicus Diagnostic Center,11.5794208,122.7563823
Contreras Medical Clinic,11.5827412,122.7563835
Dermatology CLinic,11.5846741,122.7546789
Clinic of the Infant Jesus,11.5828267,122.7568174
Unnamed Facility,11.2159887,123.1083912
Unnamed Facility,11.142141,123.1130594
Unnamed Facility,11.4770321,123.0791812
Unnamed Facility,11.458198,123.1099884
Unnamed Facility,11.2016417,123.0386787
Unnamed Facility,11.1858675,123.0354351
Unnamed Facility,11.1562315,123.0802822
Unnamed Facility,11.1065999,123.1146402
Unnamed Facility,11.1495392,122.9984019
Unnamed Facility,11.2005402,123.0231949
Unnamed Facility,11.2019896,123.0238309
Unnamed Facility,11.1435157,123.0171416
Unnamed Facility,11.1441969,123.0161636
Unnamed Facility,11.2144724,123.023257
Unnamed Facility,11.198169,123.0508777
Unnamed Facility,11.1755147,123.0539163
Unnamed Facility,11.175841,123.0547746
Unnamed Facility,11.1785729,123.0415802
Unnamed Facility,11.2168443,123.0031455
Unnamed Facility,11.2085217,123.0217231
Unnamed Facility,11.4833229,123.0894759
Unnamed Facility,11.4405965,123.0682896
Unnamed Facility,11.4657686,123.1101076
Jesus Colmenares District Hospital,11.4488131,123.1076282
Bahit Health Center,11.4785,122.79507
Health Center,11.4950081,122.7444575
Liong Health Center,11.49027,122.75855
Cabugao Health Center,11.5129759,122.7466838
well family birthing clinic,11.5118797,122.7470493
Cabangahan Health Center,11.3740341,122.7514387
Balatucan Health Center,11.44568,122.75854
Cadio Health Center,11.4239341,122.7647703
Tabuc Norte Health Center,11.47144,122.77766
Unnamed Facility,11.51886,122.77289
Pasugue Health Center,11.4108,122.74526
Medical Plaza,10.6757923,122.9601047
Unnamed Facility,11.0742348,122.9798982
Unnamed Facility,11.0679765,122.9471404
Unnamed Facility,11.054531,122.9454405
Una Konsulta,10.6689879,122.9438302
Anglo Eye Center,10.6797457,122.9549358
Unnamed Facility,10.8793005,123.0626933
Unnamed Facility,10.7764168,123.0147314
Dr. Pablo O. Torre Memorial Hospital,10.682532,122.9581676
"M3 Dialysis Center, Tindalo Branch",10.6743443,122.9609648
Negros First Provincial Blood Bank,10.6564127,122.9428777
M3 Dialysis Center Nord Hub,10.676756,122.9607956
Brgy. Nagasi Health Station,10.4133952,122.9495884
Elumba Private Hospital,10.3201705,123.0188974
Unnamed Facility,10.2741598,123.0715112
BAM C,10.6202656,123.0068121
School Clinic,10.3690875,122.8692347
Baranggay 4 Health Center,9.9906665,122.8159221
Barangay 7 Health Center,9.9868547,122.812757
Dr Fe HERRERA,9.7574324,123.1404403
Holy Mother of Mercy Hospital,9.9829729,122.8202739
Dr Nikki Tag,9.5990404,123.1190394
Dr Nikki Tag,9.5974045,123.1187623
Dr CHERIE CHARICE CADAYDAY,9.3353239,122.8632526
Dr Stanley Brian. Fortugaleza,9.3641738,122.8026759
Dr Michael Pacurza,9.3689689,122.8040741
Rural Health Unit Sindangan,8.2320881,122.9995885
Horizon Medical Clinic,7.8565703,123.1570638
MJM Multi-Specialist Medical and Diagnostic Center,7.6460651,122.9394402
pugales kubo,13.6676152,123.5198045
TB DOTS Center,13.4695396,123.2780861
Naga City Social Hygiene Clinic,13.6254082,123.1988168
Carino Clinic,13.4005846,123.3749649
Clinica Elgar,13.4066702,123.3273738
Lourdes Hospital,13.4221213,123.4139762
Dr Gina Lim,13.6333759,123.4982398
Dr HILDA GONZALES,13.4077005,123.3737681
Claveria medical clinic/ DR MACRINA MORALLO,13.4305494,123.5174249
BUHI COMMUNITY HOSPITAL,13.4115257,123.512416
DrDENNIS ROMEO BERIÑA,13.425357,123.4157775
Dr ROSA BULALACAO SUÑAS,13.4578231,123.3845125
Dr Roy Palma,13.7059192,123.2038652
DR MARIA TERESA GUAZON,13.6970955,123.490065
DR GRACE PRIMAVERA,13.696981,123.4883221
Dr ABNER DE VERGARA,13.6320532,123.4970473
Dr Renabeth Beriña Vera,13.5562146,123.272853
Bascuña Clinic,13.5549119,123.2750223
Donsol Health Center,12.9044062,123.5982448
Unnamed Facility,13.2959613,123.4423153
Estanislao Family Clinic,13.0291415,123.4434619
Pantao District Hospital,13.1934502,123.3274009
Ligao medical clinic dr myrna silvan,13.239915,123.5410139
RABVAXX ABTC and Medical Clinic,13.2409233,123.5363956
Dr Norman Apilan,13.2909844,123.490084
J. Garcia Medical Services,13.2372057,123.5339937
Dr Teresita Coloma,12.5123982,123.3993532
Dr Wenifreda C tan,12.5139002,123.3986962
Dr Rolando Bonagua,12.5114936,123.396694
Dr Noel Navarro Malapitan,12.3676521,123.6190108
Estipona DS,12.2265945,123.2840321
Cadiz Medical Specialist,10.9540372,123.3064178
Health Center,10.485568,123.403897
Community Health Care,10.4800081,123.4218352
Health Center,10.437026,123.257043
Health Center,10.550372,123.408666
Health Center,10.4449812,123.4186806
Health Center,10.523262,123.394339
Health Center,10.4621861,123.4399918
Well Family Midwife Clinic,10.3832963,123.645882
Pantinople Medical Clinic & Hospital,9.8833316,123.6023632
South Western Univesity (SWU)-Argao Community Hospital,9.8766838,123.5974111
Women and Children Lying-in Polyclinic and Laboratory,10.0984399,123.6435252
Curie Diagnostic Center,9.3094056,123.3088907
Skin Doctor,9.3171828,123.3026101
Fetus UltraSound,9.3170795,123.3019675
DIAGCARE,9.3074987,123.3064872
Allied Home Health Services,9.316855,123.3016063
Clinique Alonso Asthetic Cosmetic Surgery,9.3197751,123.3072429
Sinus Clinic Varicose Theraphy,9.3197625,123.3072703
DIAGCARE,9.3195433,123.3070708
AmPm Store,9.319595,123.3071767
Mom's Medical Clinical Laboratory,9.3041816,123.3084376
Berovic Chiropractic Clinic,9.3440768,123.2809787
Donovan Habines,9.3045216,123.3085908
TB Dots Center,9.2907993,123.2639887
MARINA Mission Clinic,9.1852101,123.2599611
Talay Health Center,9.2917988,123.2716038
Siquijor Rural Health Unit,9.214135,123.5145293
Dauin Clinic,9.1896956,123.2663494
Unnamed Facility,9.1581512,123.4933871
Annie,9.1870838,123.5471392
Dumaguete City Hospital,9.2914951,123.2629744
Zamboanga Del Norte Dialysis Center,8.6043794,123.34825
The Agape Health Care Center,8.5833498,123.3442116
OKDI,8.5843736,123.345024
Dr. Acis Clinic,8.52594,123.31857
La Labertad clinic,8.4773626,123.5216018
Unnamed Facility,8.6395818,123.4153036
Health Center Lumbia District,7.8299367,123.4425431
Kawit Health Center,7.8240737,123.4491191
Metro Pagadian Hospital Inc,7.8281221,123.4434546
Buenavista Health Center,7.8262394,123.3985321
Napolan Health Center ,7.8108268,123.4140159
Baloyboan Health Center,7.8340783,123.3873392
Pagadian Doctors Hospital,7.8302556,123.4467049
Health Center,7.8337479,123.4253806
Health Center,7.8400023,123.42825
Tabat Doctor's Laboratory,7.8440111,123.4279931
Health Center,7.891856,123.371302
health Center ,7.8770554,123.4606518
Health Center ,7.8746967,123.3841111
health Center,7.8845855,123.4445665
Hofileña Hospital,7.8251868,123.4373242
San Pedro Health Center,7.8241791,123.4437473
COVID-19 Laboratory,7.8438038,123.4307156
Jaime B. Berces Memorial Hospital,13.3603708,123.7256912
Tabaco College Hospital,13.3565725,123.7262752
Rico Hospital,13.3619524,123.7314339
Tabaco Social Hygiene Clinic,13.3597979,123.7308402
Dr. Audwin Azada Clinic,13.3549954,123.726879
RABVAXX ABTC and Medical Clinic,13.357663,123.7194104
Dr. Anthony B. Arroyo Medical Ambulatory Clinic,13.3524373,123.6869217
Bethany Clinic,13.1555525,123.710082
Nuat Thai,13.1411073,123.7480168
City House of Maternity,13.1462358,123.7503568
F. Rañola,13.1461352,123.749491
Derma Medics,13.1406705,123.7301299
Matza-Recierdo,13.1402524,123.7306087
Daddy's Little Angels,13.1407527,123.7300388
Albay Medical Specialists Clinic,13.1384687,123.7372168
Skin Care Plus,13.1407408,123.7476622
Diabetes Arthritis Wellness Center,13.1431938,123.752195
River of Life Medical Cllinic,13.1563025,123.7510577
Dermedica,13.1507018,123.752773
Little Clinic,13.1500131,123.7529993
The Medical Station,13.1495433,123.7530996
OB-Gyne Clinic,13.1415644,123.7293349
Unnamed Facility,13.1455503,123.753713
Culliat Health Center,13.1589261,123.7033786
Dr. Doris Figueras IM ENDO,12.9734835,124.0077597
Albay Doctor's Hospital - Daraga,13.1540364,123.7105877
Manito District Hospital,13.1216791,123.8713555
Bonga Health Center,13.2811149,123.758251
Servants of Jesus,13.144046,123.7296579
Statcare Diagnostics,13.1498353,123.7344066
RHU UMBERG,12.9857496,124.0069822
Children of Abraham Puericulture Center,13.1436559,123.7278542
Metro Health Specialists Hospital Inc.,12.9824288,124.0239435
Sts. Peter and Paul Hospital of Sorsogon Inc.,12.9792631,124.0158664
Dr Mira C Barrameda/Bacacay,13.2914375,123.7917535
Elsenor infirmary,13.2936809,123.7892285
Unnamed Facility,13.1476039,123.7293357
RABVAXX ABTC and Medical Clinic,13.1401131,123.7312064
RABVAXX ABTC and Medical Clinic,12.9706019,123.9977442
Dr Erlita Cledera,12.9721713,124.0070532
